Year,City,Sport,Discipline,Athlete,Code,Country,Gender,Event,Medal
1948,London,Gymnastics,Artistic G.,"SAVOLAINEN, Heikki",FIN,Finland,Men,Team Competition,Gold
1948,London,Gymnastics,Artistic G.,"TERÄSVIRTA, Einari Allan",FIN,Finland,Men,Team Competition,Gold
1948,London,Gymnastics,Artistic G.,"FREI, Karl",SUI,Switzerland,Men,Team Competition,Silver
1948,London,Gymnastics,Artistic G.,"KIPFER, Christian",SUI,Switzerland,Men,Team Competition,Silver
1948,London,Gymnastics,Artistic G.,"LEHMANN, Walter",SUI,Switzerland,Men,Team Competition,Silver
1948,London,Gymnastics,Artistic G.,"LUCY, Robert",SUI,Switzerland,Men,Team Competition,Silver
1948,London,Gymnastics,Artistic G.,"REUSCH, Michael",SUI,Switzerland,Men,Team Competition,Silver
1948,London,Gymnastics,Artistic G.,"STALDER, Josef",SUI,Switzerland,Men,Team Competition,Silver
1948,London,Gymnastics,Artistic G.,"STUDER, Emil",SUI,Switzerland,Men,Team Competition,Silver
1948,London,Gymnastics,Artistic G.,"THALMANN, Melchior",SUI,Switzerland,Men,Team Competition,Silver
1948,London,Gymnastics,Artistic G.,"BAKANIC, Ladislava Aloisie",USA,United States,Women,Team Competition,Bronze
1948,London,Gymnastics,Artistic G.,"BARONE, Marian Emma Twining",USA,United States,Women,Team Competition,Bronze
1948,London,Gymnastics,Artistic G.,"CARRUCCIO-LENZ, Consetta Anne",USA,United States,Women,Team Competition,Bronze
1948,London,Gymnastics,Artistic G.,"DALTON, Dorothy Catherine",USA,United States,Women,Team Competition,Bronze
1948,London,Gymnastics,Artistic G.,"ELSTE-NEUMANN, Meta",USA,United States,Women,Team Competition,Bronze
1948,London,Gymnastics,Artistic G.,"SCHIFANO, Helen Mary",USA,United States,Women,Team Competition,Bronze
1948,London,Gymnastics,Artistic G.,"SCHROTH-LOMADY, Clara Marie",USA,United States,Women,Team Competition,Bronze
1948,London,Gymnastics,Artistic G.,"SIMONIS, Anita Aline",USA,United States,Women,Team Competition,Bronze
1948,London,Gymnastics,Artistic G.,"HONSOVA, Zdenka",TCH,#N/A,Women,Team Competition,Gold
1948,London,Gymnastics,Artistic G.,"KOVAROVA, Marie",TCH,#N/A,Women,Team Competition,Gold
1948,London,Gymnastics,Artistic G.,"MISAKOVA, Miloslava",TCH,#N/A,Women,Team Competition,Gold
1948,London,Gymnastics,Artistic G.,"MÜLLEROVA, Milena",TCH,#N/A,Women,Team Competition,Gold
1948,London,Gymnastics,Artistic G.,"RUZICKOVA, Vera",TCH,#N/A,Women,Team Competition,Gold
1948,London,Gymnastics,Artistic G.,"SILHANOVA, Olga",TCH,#N/A,Women,Team Competition,Gold
1948,London,Gymnastics,Artistic G.,"SRNCOVA, Bozena",TCH,#N/A,Women,Team Competition,Gold
1948,London,Gymnastics,Artistic G.,"VERMIROVSKA, Zdenka",TCH,#N/A,Women,Team Competition,Gold
1948,London,Gymnastics,Artistic G.,"FEHER, Anna",HUN,Hungary,Women,Team Competition,Silver
1948,London,Gymnastics,Artistic G.,"GULYAS-KÖTELES, Erzsebet",HUN,Hungary,Women,Team Competition,Silver
1948,London,Gymnastics,Artistic G.,"KARSICS-DARUHAZI, Iren",HUN,Hungary,Women,Team Competition,Silver
1948,London,Gymnastics,Artistic G.,"KÖVI-ZALAI, Maria",HUN,Hungary,Women,Team Competition,Silver
1948,London,Gymnastics,Artistic G.,"NAGY-SANDOR, Margit",HUN,Hungary,Women,Team Competition,Silver
1948,London,Gymnastics,Artistic G.,"SARKANY-BALASZ, Erzebet",HUN,Hungary,Women,Team Competition,Silver
1948,London,Gymnastics,Artistic G.,"TASS LEMHENYI, Olga",HUN,Hungary,Women,Team Competition,Silver
1948,London,Gymnastics,Artistic G.,"VASARHELYI (WECKINGER), Edit",HUN,Hungary,Women,Team Competition,Silver
1948,London,Gymnastics,Artistic G.,"MOGYOROSI-KLENCS, Janos",HUN,Hungary,Men,Vault,Bronze
1948,London,Gymnastics,Artistic G.,"PATAKI, Ferenc",HUN,Hungary,Men,Vault,Bronze
1948,London,Gymnastics,Artistic G.,"SOTORNIK, Leo",TCH,#N/A,Men,Vault,Bronze
1948,London,Gymnastics,Artistic G.,"AALTONEN, Paavo Johannes",FIN,Finland,Men,Vault,Gold
1948,London,Gymnastics,Artistic G.,"ROVE, Olavi Antero",FIN,Finland,Men,Vault,Silver
1948,London,Hockey,Hockey,"BOERSTRA, Andries Cornelis Dirk",NED,Netherlands,Men,Hockey,Bronze
1948,London,Hockey,Hockey,"BOUWMAN, Hendricus Nicolaas",NED,Netherlands,Men,Hockey,Bronze
1948,London,Hockey,Hockey,"BROMBERG, Pieter Marie Johan",NED,Netherlands,Men,Hockey,Bronze
1948,London,Hockey,Hockey,"DERCKX, Henri Jean Joseph",NED,Netherlands,Men,Hockey,Bronze
1948,London,Hockey,Hockey,"DRIJVER, Johan Frederik",NED,Netherlands,Men,Hockey,Bronze
1948,London,Hockey,Hockey,"ESSER, Rius Theo",NED,Netherlands,Men,Hockey,Bronze
1948,London,Hockey,Hockey,"KRUIZE, Jan Hendrik",NED,Netherlands,Men,Hockey,Bronze
1948,London,Hockey,Hockey,"LANGHOUT, Jenne",NED,Netherlands,Men,Hockey,Bronze
1948,London,Hockey,Hockey,"LOGGERE, Hermanus Pieter",NED,Netherlands,Men,Hockey,Bronze
1948,London,Hockey,Hockey,"RICHTER, Antonius Maria",NED,Netherlands,Men,Hockey,Bronze
1948,London,Hockey,Hockey,"TIEL, Edouard Herbert",NED,Netherlands,Men,Hockey,Bronze
1948,London,Hockey,Hockey,"VAN HEEL, Willem",NED,Netherlands,Men,Hockey,Bronze
1948,London,Hockey,Hockey,"AHKTAR, Hussain",IND,India,Men,Hockey,Gold
1948,London,Hockey,Hockey,"CLAUDIUS, Leslie Walter",IND,India,Men,Hockey,Gold
1948,London,Hockey,Hockey,"DATT, Keshava",IND,India,Men,Hockey,Gold
1948,London,Hockey,Hockey,"D'SOUZA, Walter",IND,India,Men,Hockey,Gold
1948,London,Hockey,Hockey,"FERNANDES, Lawrence",IND,India,Men,Hockey,Gold
1948,London,Hockey,Hockey,"FRANCIS, Ranganandhan",IND,India,Men,Hockey,Gold
1948,London,Hockey,Hockey,"GLACKEN, Gerald",IND,India,Men,Hockey,Gold
1948,London,Hockey,Hockey,"JANSEN, Patrick",IND,India,Men,Hockey,Gold
1948,London,Hockey,Hockey,"KUMAR, Amir Chand",IND,India,Men,Hockey,Gold
1948,London,Hockey,Hockey,"LAL, Kishan",IND,India,Men,Hockey,Gold
1948,London,Hockey,Hockey,"LATIF, Ur Rehman",IND,India,Men,Hockey,Gold
1948,London,Hockey,Hockey,"PINTO, Leo",IND,India,Men,Hockey,Gold
1948,London,Hockey,Hockey,"RAJPUT, Jaswant",IND,India,Men,Hockey,Gold
1948,London,Hockey,Hockey,"RODRIGUES, Reginald",IND,India,Men,Hockey,Gold
1948,London,Hockey,Hockey,"SINGH DOSANJH, Balbir",IND,India,Men,Hockey,Gold
1948,London,Hockey,Hockey,"SINGH GENTLE, Randhir",IND,India,Men,Hockey,Gold
1948,London,Hockey,Hockey,"SINGH, Grahanandan Nandy",IND,India,Men,Hockey,Gold
1948,London,Hockey,Hockey,"SINGH, Kunwar Digvijai",IND,India,Men,Hockey,Gold
1948,London,Hockey,Hockey,"SINGH, Trilochan",IND,India,Men,Hockey,Gold
1948,London,Hockey,Hockey,"VAZ, Max",IND,India,Men,Hockey,Gold
1948,London,Hockey,Hockey,"ADLARD, Robert Edward",GBR,United Kingdom,Men,Hockey,Silver
1948,London,Hockey,Hockey,"BORRETT, Norman Francis",GBR,United Kingdom,Men,Hockey,Silver
1948,London,Hockey,Hockey,"BRODIE, David L.S.",GBR,United Kingdom,Men,Hockey,Silver
1948,London,Hockey,Hockey,"DAVIS, Ronald",GBR,United Kingdom,Men,Hockey,Silver
1948,London,Hockey,Hockey,"GRIFFITHS, William Salterlee",GBR,United Kingdom,Men,Hockey,Silver
1948,London,Hockey,Hockey,"LINDSAY, Frederick Robin",GBR,United Kingdom,Men,Hockey,Silver
1948,London,Hockey,Hockey,"LINDSAY, William L.C.",GBR,United Kingdom,Men,Hockey,Silver
1948,London,Hockey,Hockey,"PEAKE, John Morris",GBR,United Kingdom,Men,Hockey,Silver
1948,London,Hockey,Hockey,"REYNOLDS, Frank O.",GBR,United Kingdom,Men,Hockey,Silver
1948,London,Hockey,Hockey,"SIME, George B.",GBR,United Kingdom,Men,Hockey,Silver
1948,London,Hockey,Hockey,"WALFORD, Michael Moore",GBR,United Kingdom,Men,Hockey,Silver
1948,London,Hockey,Hockey,"WHITE, William Neil",GBR,United Kingdom,Men,Hockey,Silver
1948,London,Modern Pentathlon,Modern Pentath.,"GÄRDIN, Gösta",SWE,Sweden,Men,Individual Competition,Bronze
1948,London,Modern Pentathlon,Modern Pentath.,"GRUT, William",SWE,Sweden,Men,Individual Competition,Gold
1948,London,Modern Pentathlon,Modern Pentath.,"MOORE, George Bissland",USA,United States,Men,Individual Competition,Silver
1948,London,Rowing,Rowing,"BONI, Bruno",ITA,Italy,Men,Coxless Pair (2-),Bronze
1948,London,Rowing,Rowing,"FANETTI, Felice",ITA,Italy,Men,Coxless Pair (2-),Bronze
1948,London,Rowing,Rowing,"LAURIE, William",GBR,United Kingdom,Men,Coxless Pair (2-),Gold
1948,London,Rowing,Rowing,"WILSON, John",GBR,United Kingdom,Men,Coxless Pair (2-),Gold
1948,London,Rowing,Rowing,"KALT, Hans",SUI,Switzerland,Men,Coxless Pair (2-),Silver
1948,London,Rowing,Rowing,"KALT, Josef",SUI,Switzerland,Men,Coxless Pair (2-),Silver
1948,London,Rowing,Rowing,"JONES, William",URU,Uruguay,Men,Double Sculls (2X),Bronze
1948,London,Rowing,Rowing,"RODRIGUEZ, Juan A.",URU,Uruguay,Men,Double Sculls (2X),Bronze
1948,London,Rowing,Rowing,"BURNELL, Richard Desborough",GBR,United Kingdom,Men,Double Sculls (2X),Gold
1948,London,Rowing,Rowing,"BUSHNELL, Bertram Herbert Th.",GBR,United Kingdom,Men,Double Sculls (2X),Gold
1948,London,Rowing,Rowing,"LARSEN, Aage Ernst",DEN,Denmark,Men,Double Sculls (2X),Silver
1948,London,Rowing,Rowing,"PARSNER, Ebbe Vestermann",DEN,Denmark,Men,Double Sculls (2X),Silver
1948,London,Rowing,Rowing,"GRAN OLSEN/GRANGARD, Halfdan",NOR,Norway,Men,Eight With Coxswain (8+),Bronze
1948,London,Rowing,Rowing,"HANSEN, Hans Egil",NOR,Norway,Men,Eight With Coxswain (8+),Bronze
1948,London,Rowing,Rowing,"KRAAKENES, Harald",NOR,Norway,Men,Eight With Coxswain (8+),Bronze
1948,London,Rowing,Rowing,"KRAAKENES, Thorstein",NOR,Norway,Men,Eight With Coxswain (8+),Bronze
1948,London,Rowing,Rowing,"LEPSOË, Kristoffer",NOR,Norway,Men,Eight With Coxswain (8+),Bronze
1948,London,Rowing,Rowing,"MONSSEN, Carl Henrik",NOR,Norway,Men,Eight With Coxswain (8+),Bronze
1948,London,Rowing,Rowing,"MONSSEN, Sigurd",NOR,Norway,Men,Eight With Coxswain (8+),Bronze
1948,London,Rowing,Rowing,"NAESS, Leif",NOR,Norway,Men,Eight With Coxswain (8+),Bronze
1948,London,Rowing,Rowing,"PEDERSEN, Thor",NOR,Norway,Men,Eight With Coxswain (8+),Bronze
1948,London,Rowing,Rowing,"AHLGREN, George Lewis",USA,United States,Men,Eight With Coxswain (8+),Gold
1948,London,Rowing,Rowing,"BROWN, David Preston",USA,United States,Men,Eight With Coxswain (8+),Gold
1948,London,Rowing,Rowing,"BUTLER, Lloyd Lemarr",USA,United States,Men,Eight With Coxswain (8+),Gold
1948,London,Rowing,Rowing,"HARDY, James Herbert",USA,United States,Men,Eight With Coxswain (8+),Gold
1948,London,Rowing,Rowing,"PURCHASE, Ralph Kenneth",USA,United States,Men,Eight With Coxswain (8+),Gold
1948,London,Rowing,Rowing,"SMITH, Justus Ketcham",USA,United States,Men,Eight With Coxswain (8+),Gold
1948,London,Rowing,Rowing,"STACK, John Charles",USA,United States,Men,Eight With Coxswain (8+),Gold
1948,London,Rowing,Rowing,"TURNER, David Lindsay",USA,United States,Men,Eight With Coxswain (8+),Gold
1948,London,Rowing,Rowing,"TURNER, Ian Gordon",USA,United States,Men,Eight With Coxswain (8+),Gold
1948,London,Rowing,Rowing,"BARTON, Christopher Bertram",GBR,United Kingdom,Men,Eight With Coxswain (8+),Silver
1948,London,Rowing,Rowing,"BIRCHER, Ernest Augustus Paul",GBR,United Kingdom,Men,Eight With Coxswain (8+),Silver
1948,London,Rowing,Rowing,"DEARLOVE, Jack G.",GBR,United Kingdom,Men,Eight With Coxswain (8+),Silver
1948,London,Rowing,Rowing,"LAPAGE, Michael Clement",GBR,United Kingdom,Men,Eight With Coxswain (8+),Silver
1948,London,Rowing,Rowing,"LLOYD, Charles Brian Murray",GBR,United Kingdom,Men,Eight With Coxswain (8+),Silver
1948,London,Rowing,Rowing,"MASSEY, Paul Mackintosh O.",GBR,United Kingdom,Men,Eight With Coxswain (8+),Silver
1948,London,Rowing,Rowing,"MELLOWS, Alfred Paul",GBR,United Kingdom,Men,Eight With Coxswain (8+),Silver
1948,London,Rowing,Rowing,"MEYRICK, David John Charlton",GBR,United Kingdom,Men,Eight With Coxswain (8+),Silver
1948,London,Rowing,Rowing,"RICHARDSON, Guy Colquhoun",GBR,United Kingdom,Men,Eight With Coxswain (8+),Silver
1948,London,Rowing,Rowing,"GATES, Gregory Crozier",USA,United States,Men,Four Without Coxswain (4-),Bronze
1948,London,Rowing,Rowing,"GRIFFING, Stuart Lane",USA,United States,Men,Four Without Coxswain (4-),Bronze
1948,London,Rowing,Rowing,"KINGSBURY, Frederick John Iv",USA,United States,Men,Four Without Coxswain (4-),Bronze
1948,London,Rowing,Rowing,"PEREW, Roben Strahan",USA,United States,Men,Four Without Coxswain (4-),Bronze
1948,London,Rowing,Rowing,"FAGGI, Francesco",ITA,Italy,Men,Four Without Coxswain (4-),Gold
1948,London,Rowing,Rowing,"INVERNIZZI, Giovanni",ITA,Italy,Men,Four Without Coxswain (4-),Gold
1948,London,Rowing,Rowing,"MOIOLI, Giuseppe",ITA,Italy,Men,Four Without Coxswain (4-),Gold
1948,London,Rowing,Rowing,"MORILLE, Elio",ITA,Italy,Men,Four Without Coxswain (4-),Gold
1948,London,Rowing,Rowing,"HALKJAER, Helge",DEN,Denmark,Men,Four Without Coxswain (4-),Silver
1948,London,Rowing,Rowing,"HANSEN, Aksel Bonde",DEN,Denmark,Men,Four Without Coxswain (4-),Silver
1948,London,Rowing,Rowing,"LARSEN, Ib Storm",DEN,Denmark,Men,Four Without Coxswain (4-),Silver
1948,London,Rowing,Rowing,"SCHRÖDER, Helge Muxoll",DEN,Denmark,Men,Four Without Coxswain (4-),Silver
1948,London,Rowing,Rowing,"KNUDSEN, Harry Madsen",DEN,Denmark,Men,Four-Oared Shell With Coxswain (4-),Bronze
1948,London,Rowing,Rowing,"LARSEN, Erik Christian",DEN,Denmark,Men,Four-Oared Shell With Coxswain (4-),Bronze
1948,London,Rowing,Rowing,"LARSEN, Henry Christian",DEN,Denmark,Men,Four-Oared Shell With Coxswain (4-),Bronze
1948,London,Rowing,Rowing,"NIELSEN, Börge Daniel Raahauge",DEN,Denmark,Men,Four-Oared Shell With Coxswain (4-),Bronze
1948,London,Rowing,Rowing,"OLSEN, Jörgen Ib",DEN,Denmark,Men,Four-Oared Shell With Coxswain (4-),Bronze
1948,London,Rowing,Rowing,"GIOVANELLI, Gordon Stephen",USA,United States,Men,Four-Oared Shell With Coxswain (4-),Gold
1948,London,Rowing,Rowing,"MARTIN, Robert Doud",USA,United States,Men,Four-Oared Shell With Coxswain (4-),Gold
1948,London,Rowing,Rowing,"MORGAN, Allan Jerome",USA,United States,Men,Four-Oared Shell With Coxswain (4-),Gold
1948,London,Rowing,Rowing,"WESTLUND, Warren Dehaven",USA,United States,Men,Four-Oared Shell With Coxswain (4-),Gold
1948,London,Rowing,Rowing,"WILL, Robert Ide",USA,United States,Men,Four-Oared Shell With Coxswain (4-),Gold
1948,London,Rowing,Rowing,"KNECHT, Emile A.",SUI,Switzerland,Men,Four-Oared Shell With Coxswain (4-),Silver
1948,London,Rowing,Rowing,"MOCCAND, Andre",SUI,Switzerland,Men,Four-Oared Shell With Coxswain (4-),Silver
1948,London,Rowing,Rowing,"REICHLING, Rudolf",SUI,Switzerland,Men,Four-Oared Shell With Coxswain (4-),Silver
1948,London,Rowing,Rowing,"SCHRIEVER, Erich",SUI,Switzerland,Men,Four-Oared Shell With Coxswain (4-),Silver
1948,London,Rowing,Rowing,"STEBLER, Pierre Armand",SUI,Switzerland,Men,Four-Oared Shell With Coxswain (4-),Silver
1948,London,Rowing,Rowing,"SZENDEY, Antal",HUN,Hungary,Men,Pair-Oared Shell With Coxswain (2+),Bronze
1948,London,Rowing,Rowing,"ZIMONYI, Robert",HUN,Hungary,Men,Pair-Oared Shell With Coxswain (2+),Bronze
1948,London,Rowing,Rowing,"ZSITNIK SR., Bela",HUN,Hungary,Men,Pair-Oared Shell With Coxswain (2+),Bronze
1948,London,Rowing,Rowing,"ANDERSEN, Carl-Ebbe",DEN,Denmark,Men,Pair-Oared Shell With Coxswain (2+),Gold
1948,London,Rowing,Rowing,"HENRIKSEN, Tage",DEN,Denmark,Men,Pair-Oared Shell With Coxswain (2+),Gold
1948,London,Rowing,Rowing,"PEDERSEN, Finn",DEN,Denmark,Men,Pair-Oared Shell With Coxswain (2+),Gold
1948,London,Rowing,Rowing,"RADI, Alberto",ITA,Italy,Men,Pair-Oared Shell With Coxswain (2+),Silver
1948,London,Rowing,Rowing,"STEFFE, Giovanni",ITA,Italy,Men,Pair-Oared Shell With Coxswain (2+),Silver
1948,London,Rowing,Rowing,"TARLAO, Aldo",ITA,Italy,Men,Pair-Oared Shell With Coxswain (2+),Silver
1948,London,Rowing,Rowing,"CATASTA, Romolo",ITA,Italy,Men,Single Sculls (1X),Bronze
1948,London,Rowing,Rowing,"WOOD, Merwyn Thomas",AUS,Australia,Men,Single Sculls (1X),Gold
1948,London,Rowing,Rowing,"RISSO, Eduardo G.",URU,Uruguay,Men,Single Sculls (1X),Silver
1948,London,Sailing,Sailing,"AMELN, Carl-Robert",SWE,Sweden,Men,6M,Bronze
1948,London,Sailing,Sailing,"HINDORFF, Martin",SWE,Sweden,Men,6M,Bronze
1948,London,Sailing,Sailing,"HOLM, Tore",SWE,Sweden,Men,6M,Bronze
1948,London,Sailing,Sailing,"LORD, Torsten",SWE,Sweden,Men,6M,Bronze
1948,London,Sailing,Sailing,"SALEN, Gösta",SWE,Sweden,Men,6M,Bronze
1948,London,Sailing,Sailing,"LOOMIS, Alfred Lee Jr.",USA,United States,Men,6M,Gold
1948,London,Sailing,Sailing,"MOONEY, Michael Macdonald",USA,United States,Men,6M,Gold
1948,London,Sailing,Sailing,"SMITH, James Hopkins Jr.",USA,United States,Men,6M,Gold
1948,London,Sailing,Sailing,"WEEKES, James Higgonson",USA,United States,Men,6M,Gold
1948,London,Sailing,Sailing,"WHITON, Herman Frasch",USA,United States,Men,6M,Gold
1948,London,Sailing,Sailing,"HOMP, Emilio C.",ARG,Argentina,Men,6M,Silver
1948,London,Sailing,Sailing,"RIVADEMAR, Rodolfo",ARG,Argentina,Men,6M,Silver
1948,London,Sailing,Sailing,"RODRIGUEZ DE LA TORRE, Rufino",ARG,Argentina,Men,6M,Silver
1948,London,Sailing,Sailing,"SIEBURGER JR., Enrique Conrado",ARG,Argentina,Men,6M,Silver
1948,London,Sailing,Sailing,"SIEBURGER SR., Enrique Conrado",ARG,Argentina,Men,6M,Silver
1948,London,Sailing,Sailing,"SIEBURGER, Julio Christian",ARG,Argentina,Men,6M,Silver
1948,London,Sailing,Sailing,"BAESS, Klaus Baard",DEN,Denmark,Men,Dragon,Bronze
1948,London,Sailing,Sailing,"BERNTSEN, Ole Valdemar Henrik",DEN,Denmark,Men,Dragon,Bronze
1948,London,Sailing,Sailing,"BERNTSEN, William Eldred",DEN,Denmark,Men,Dragon,Bronze
1948,London,Sailing,Sailing,"BARFOD, Haakon",NOR,Norway,Men,Dragon,Gold
1948,London,Sailing,Sailing,"LIE, Sigve",NOR,Norway,Men,Dragon,Gold
1948,London,Sailing,Sailing,"THORVALDSEN, Thor",NOR,Norway,Men,Dragon,Gold
1948,London,Sailing,Sailing,"BOHLIN, Folke",SWE,Sweden,Men,Dragon,Silver
1948,London,Sailing,Sailing,"BRODIN, Gösta",SWE,Sweden,Men,Dragon,Silver
1948,London,Sailing,Sailing,"JOHNSON, Hugo",SWE,Sweden,Men,Dragon,Silver
1948,London,Sailing,Sailing,"DE JONG, Jacobus Hermanus Hendrik",NED,Netherlands,Men,Firefly Class,Bronze
1948,London,Sailing,Sailing,"ELVSTROM, Paul",DEN,Denmark,Men,Firefly Class,Gold
1948,London,Sailing,Sailing,"EVANS, Ralph Liggett Jr.",USA,United States,Men,Firefly Class,Silver
1948,London,Sailing,Sailing,"PIRIE, Lockwood Masters",USA,United States,Men,Swallow (Golondrina),Bronze
1948,London,Sailing,Sailing,"TORREY, Owen Cates Jr.",USA,United States,Men,Swallow (Golondrina),Bronze
1948,London,Sailing,Sailing,"BOND, David John Were",GBR,United Kingdom,Men,Swallow (Golondrina),Gold
1948,London,Sailing,Sailing,"MORRIS, Stewart Harold",GBR,United Kingdom,Men,Swallow (Golondrina),Gold
1948,London,Sailing,Sailing,"BELLO, Duarte M.D'Almeida",POR,Portugal,Men,Swallow (Golondrina),Silver
1948,London,Sailing,Sailing,"BELLO, Fernando Pinto Coelho",POR,Portugal,Men,Swallow (Golondrina),Silver
1948,London,Sailing,Sailing,"MAAS, Adriaan Lambertus Joseph",NED,Netherlands,Men,Two-Person Keelboat Open (Star),Bronze
1948,London,Sailing,Sailing,"STUTTERHEIM, Edward",NED,Netherlands,Men,Two-Person Keelboat Open (Star),Bronze
1948,London,Sailing,Sailing,"SMART, Hilary Hurlburt",USA,United States,Men,Two-Person Keelboat Open (Star),Gold
1948,London,Sailing,Sailing,"SMART, Paul Hurlburt",USA,United States,Men,Two-Person Keelboat Open (Star),Gold
1948,London,Sailing,Sailing,"DE CARDENAS CULMELL, Carlos",CUB,Cuba,Men,Two-Person Keelboat Open (Star),Silver
1948,London,Sailing,Sailing,"DE CARDENAS PLA, Carlos",CUB,Cuba,Men,Two-Person Keelboat Open (Star),Silver
1948,London,Shooting,Shooting,"LUNDQUIST, Sven",SWE,Sweden,Men,25M Rapid Fire Pistol (60 Shots),Bronze
1948,London,Shooting,Shooting,"TAKACS, Karoly",HUN,Hungary,Men,25M Rapid Fire Pistol (60 Shots),Gold
1948,London,Shooting,Shooting,"DIAZ SAENZ VALIENTE, Carlos Enrique",ARG,Argentina,Men,25M Rapid Fire Pistol (60 Shots),Silver
1948,London,Shooting,Shooting,"RÖGEBERG, Willy",NOR,Norway,Men,300M Free Rifle 3 Positions (3X40 Shots),Bronze
1948,London,Shooting,Shooting,"GRÜNIG, Emil",SUI,Switzerland,Men,300M Free Rifle 3 Positions (3X40 Shots),Gold
1948,London,Shooting,Shooting,"JANHONEN, Pauli Aapeli",FIN,Finland,Men,300M Free Rifle 3 Positions (3X40 Shots),Silver
1948,London,Shooting,Shooting,"ULLMAN, Torsten",SWE,Sweden,Men,50M Pistol (60 Shots),Bronze
1948,London,Shooting,Shooting,"VASQUEZ CAM, Edwin",PER,Peru,Men,50M Pistol (60 Shots),Gold
1948,London,Shooting,Shooting,"SCHNYDER, Rudolf",SUI,Switzerland,Men,50M Pistol (60 Shots),Silver
1948,London,Shooting,Shooting,"JONSSON, Jonas",SWE,Sweden,Men,50M Rifle Prone (60 Shots),Bronze
1948,London,Shooting,Shooting,"COOK, Arthur Edwin",USA,United States,Men,50M Rifle Prone (60 Shots),Gold
1948,London,Shooting,Shooting,"TOMSEN, Walter",USA,United States,Men,50M Rifle Prone (60 Shots),Silver
1948,London,Weightlifting,Weightlifting,"TOM, Richard Watt Sung",USA,United States,Men,"- 56KG, Total (Bantamweight)",Bronze
1948,London,Weightlifting,Weightlifting,"DE PIETRO, Joseph Nicholas",USA,United States,Men,"- 56KG, Total (Bantamweight)",Gold
1948,London,Weightlifting,Weightlifting,"CREUS, Julian",GBR,United Kingdom,Men,"- 56KG, Total (Bantamweight)",Silver
1948,London,Weightlifting,Weightlifting,"CHARITE, Abraham",NED,Netherlands,Men,"+ 82.5KG, Total (Heavyweight)",Bronze
1948,London,Weightlifting,Weightlifting,"DAVIS, John Henry Jr.",USA,United States,Men,"+ 82.5KG, Total (Heavyweight)",Gold
1948,London,Weightlifting,Weightlifting,"SCHEMANSKY, Norbert",USA,United States,Men,"+ 82.5KG, Total (Heavyweight)",Silver
1948,London,Weightlifting,Weightlifting,"SALMASSI, Jafar Mohammad",IRI,Iran,Men,"56 - 60KG, Total (Featherweight)",Bronze
1948,London,Weightlifting,Weightlifting,"FAYAD, Mahmoud",EGY,Egypt,Men,"56 - 60KG, Total (Featherweight)",Gold
1948,London,Weightlifting,Weightlifting,"WILKES, Rodney Adolphus",TRI,Trinidad and Tobago,Men,"56 - 60KG, Total (Featherweight)",Silver
1948,London,Weightlifting,Weightlifting,"HALLIDAY, James",GBR,United Kingdom,Men,"60 - 67.5KG, Total (Lightweight)",Bronze
1948,London,Weightlifting,Weightlifting,"SHAMS, Ibrahim Hassanein",EGY,Egypt,Men,"60 - 67.5KG, Total (Lightweight)",Gold
1948,London,Weightlifting,Weightlifting,"HAMOUDA, Attia Mohamed",EGY,Egypt,Men,"60 - 67.5KG, Total (Lightweight)",Silver
1948,London,Weightlifting,Weightlifting,"KIM, Sung-Jip",KOR,"Korea, South",Men,"67.5 - 75KG, Total (Middleweight)",Bronze
1948,London,Weightlifting,Weightlifting,"SPELLMAN, Frank Isaac",USA,United States,Men,"67.5 - 75KG, Total (Middleweight)",Gold
1948,London,Weightlifting,Weightlifting,"GEORGE, Peter T.",USA,United States,Men,"67.5 - 75KG, Total (Middleweight)",Silver
1948,London,Weightlifting,Weightlifting,"MAGNUSSON, Gösta",SWE,Sweden,Men,"75 - 82.5KG, Total (Light-Heavyweight)",Bronze
1948,London,Weightlifting,Weightlifting,"STANCZYK, Stanley Anthony",USA,United States,Men,"75 - 82.5KG, Total (Light-Heavyweight)",Gold
1948,London,Weightlifting,Weightlifting,"SAKATA, Harold Toshiyuki",USA,United States,Men,"75 - 82.5KG, Total (Light-Heavyweight)",Silver
1948,London,Wrestling,Wrestling Free.,"JOHANSSON, Thure",SWE,Sweden,Men,- 52KG (Flyweight),Bronze
1948,London,Wrestling,Wrestling Free.,"VIITALA, Lenni",FIN,Finland,Men,- 52KG (Flyweight),Gold
1948,London,Wrestling,Wrestling Free.,"BALAMIR, Halit",TUR,Turkey,Men,- 52KG (Flyweight),Silver
1948,London,Wrestling,Wrestling Free.,"ARMSTRONG, Joseph",AUS,Australia,Men,+ 87KG (Heavyweight),Bronze
1948,London,Wrestling,Wrestling Free.,"BOBIS, Gyula",HUN,Hungary,Men,+ 87KG (Heavyweight),Gold
1948,London,Wrestling,Wrestling Free.,"ANTONSSON, Bertil",SWE,Sweden,Men,+ 87KG (Heavyweight),Silver
1948,London,Wrestling,Wrestling Free.,"KOUYOS, Charles",FRA,France,Men,52 - 57KG (Bantamweight),Bronze
1948,London,Wrestling,Wrestling Free.,"AKAR, Nazuh",TUR,Turkey,Men,52 - 57KG (Bantamweight),Gold
1948,London,Wrestling,Wrestling Free.,"LEEMAN, Gerald Grant",USA,United States,Men,52 - 57KG (Bantamweight),Silver
