Year,City,Sport,Discipline,Athlete,Code,Country,Gender,Event,Medal
1896,Athens,Aquatics,Swimming,"HAJOS, Alfred",HUN,Hungary,Men,100M Freestyle,Gold
1896,Athens,Aquatics,Swimming,"HERSCHMANN, Otto",AUT,Austria,Men,100M Freestyle,Silver
1896,Athens,Aquatics,Swimming,"DRIVAS, Dimitrios",GRE,Greece,Men,100M Freestyle For Sailors,Bronze
1896,Athens,Aquatics,Swimming,"MALOKINIS, Ioannis",GRE,Greece,Men,100M Freestyle For Sailors,Gold
1896,Athens,Aquatics,Swimming,"CHASAPIS, Spiridon",GRE,Greece,Men,100M Freestyle For Sailors,Silver
1896,Athens,Aquatics,Swimming,"CHOROPHAS, Efstathios",GRE,Greece,Men,1200M Freestyle,Bronze
1896,Athens,Aquatics,Swimming,"HAJOS, Alfred",HUN,Hungary,Men,1200M Freestyle,Gold
1896,Athens,Aquatics,Swimming,"ANDREOU, Joannis",GRE,Greece,Men,1200M Freestyle,Silver
1896,Athens,Aquatics,Swimming,"CHOROPHAS, Efstathios",GRE,Greece,Men,400M Freestyle,Bronze
1896,Athens,Aquatics,Swimming,"NEUMANN, Paul",AUT,Austria,Men,400M Freestyle,Gold
1896,Athens,Aquatics,Swimming,"PEPANOS, Antonios",GRE,Greece,Men,400M Freestyle,Silver
1896,Athens,Athletics,Athletics,"LANE, Francis",USA,United States,Men,100M,Bronze
1896,Athens,Athletics,Athletics,"SZOKOLYI, Alajos",HUN,Hungary,Men,100M,Bronze
1896,Athens,Athletics,Athletics,"BURKE, Thomas",USA,United States,Men,100M,Gold
1896,Athens,Athletics,Athletics,"HOFMANN, Fritz",GER,Germany,Men,100M,Silver
1896,Athens,Athletics,Athletics,"CURTIS, Thomas",USA,United States,Men,110M Hurdles,Gold
1896,Athens,Athletics,Athletics,"GOULDING, Grantley",GBR,United Kingdom,Men,110M Hurdles,Silver
1896,Athens,Athletics,Athletics,"LERMUSIAUX, Albin",FRA,France,Men,1500M,Bronze
1896,Athens,Athletics,Athletics,"FLACK, Edwin",AUS,Australia,Men,1500M,Gold
1896,Athens,Athletics,Athletics,"BLAKE, Arthur",USA,United States,Men,1500M,Silver
1896,Athens,Athletics,Athletics,"GMELIN, Charles",GBR,United Kingdom,Men,400M,Bronze
1896,Athens,Athletics,Athletics,"BURKE, Thomas",USA,United States,Men,400M,Gold
1896,Athens,Athletics,Athletics,"JAMISON, Herbert",USA,United States,Men,400M,Silver
1896,Athens,Athletics,Athletics,"GOLEMIS, Dimitrios",GRE,Greece,Men,800M,Bronze
1896,Athens,Athletics,Athletics,"FLACK, Edwin",AUS,Australia,Men,800M,Gold
1896,Athens,Athletics,Athletics,"DANI, Nandor",HUN,Hungary,Men,800M,Silver
1896,Athens,Athletics,Athletics,"VERSIS, Sotirios",GRE,Greece,Men,Discus Throw,Bronze
1896,Athens,Athletics,Athletics,"GARRETT, Robert",USA,United States,Men,Discus Throw,Gold
1896,Athens,Athletics,Athletics,"PARASKEVOPOULOS, Panagiotis",GRE,Greece,Men,Discus Throw,Silver
1896,Athens,Athletics,Athletics,"CLARK, Ellery",USA,United States,Men,High Jump,Gold
1896,Athens,Athletics,Athletics,"CONNOLLY, James",USA,United States,Men,High Jump,Silver
1896,Athens,Athletics,Athletics,"GARRETT, Robert",USA,United States,Men,High Jump,Silver
1896,Athens,Athletics,Athletics,"CONNOLLY, James",USA,United States,Men,Long Jump,Bronze
1896,Athens,Athletics,Athletics,"CLARK, Ellery",USA,United States,Men,Long Jump,Gold
1896,Athens,Athletics,Athletics,"GARRETT, Robert",USA,United States,Men,Long Jump,Silver
1896,Athens,Athletics,Athletics,"KELLNER, Gyula",HUN,Hungary,Men,Marathon,Bronze
1896,Athens,Athletics,Athletics,"LOUIS, Spyridon",GRE,Greece,Men,Marathon,Gold
1896,Athens,Athletics,Athletics,"VASILAKOS, Kharilaos",GRE,Greece,Men,Marathon,Silver
1896,Athens,Athletics,Athletics,"DAMASKOS, Evangelos",GRE,Greece,Men,Pole Vault,Bronze
1896,Athens,Athletics,Athletics,"THEODOROPOULOS, Ioannis",GRE,Greece,Men,Pole Vault,Bronze
1896,Athens,Athletics,Athletics,"HOYT, William Welles",USA,United States,Men,Pole Vault,Gold
1896,Athens,Athletics,Athletics,"TYLER, Albert",USA,United States,Men,Pole Vault,Silver
1896,Athens,Athletics,Athletics,"PAPASIDERIS, Georgios",GRE,Greece,Men,Shot Put,Bronze
1896,Athens,Athletics,Athletics,"GARRETT, Robert",USA,United States,Men,Shot Put,Gold
1896,Athens,Athletics,Athletics,"GOUSKOS, Miltiadis",GRE,Greece,Men,Shot Put,Silver
1896,Athens,Athletics,Athletics,"PERSAKIS, Ioannis",GRE,Greece,Men,Triple Jump,Bronze
1896,Athens,Athletics,Athletics,"CONNOLLY, James",USA,United States,Men,Triple Jump,Gold
1896,Athens,Athletics,Athletics,"TUFFERI, Alexandre",FRA,France,Men,Triple Jump,Silver
1896,Athens,Cycling,Cycling Road,"BATTEL, Edward",GBR,United Kingdom,Men,Individual Road Race,Bronze
1896,Athens,Cycling,Cycling Road,"KONSTANTINIDIS, Aristidis",GRE,Greece,Men,Individual Road Race,Gold
1896,Athens,Cycling,Cycling Road,"GOEDRICH, August",GER,Germany,Men,Individual Road Race,Silver
1896,Athens,Cycling,Cycling Track,"FLAMENG, Léon",FRA,France,Men,100KM,Gold
1896,Athens,Cycling,Cycling Track,"KOLETTIS, Georgios",GRE,Greece,Men,100KM,Silver
1896,Athens,Cycling,Cycling Track,"SCHMAL, Adolf",AUT,Austria,Men,10KM,Bronze
1896,Athens,Cycling,Cycling Track,"MASSON, Paul",FRA,France,Men,10KM,Gold
1896,Athens,Cycling,Cycling Track,"FLAMENG, Léon",FRA,France,Men,10KM,Silver
1896,Athens,Cycling,Cycling Track,"SCHMAL, Adolf",AUT,Austria,Men,12-Hour Race,Gold
1896,Athens,Cycling,Cycling Track,"KEEPING, Frank",GBR,United Kingdom,Men,12-Hour Race,Silver
1896,Athens,Cycling,Cycling Track,"SCHMAL, Adolf",AUT,Austria,Men,1KM Time Trial,Bronze
1896,Athens,Cycling,Cycling Track,"MASSON, Paul",FRA,France,Men,1KM Time Trial,Gold
1896,Athens,Cycling,Cycling Track,"NIKOLOPOULOS, Stamatios",GRE,Greece,Men,1KM Time Trial,Silver
1896,Athens,Cycling,Cycling Track,"FLAMENG, Léon",FRA,France,Men,Sprint Indivual,Bronze
1896,Athens,Cycling,Cycling Track,"MASSON, Paul",FRA,France,Men,Sprint Indivual,Gold
1896,Athens,Cycling,Cycling Track,"NIKOLOPOULOS, Stamatios",GRE,Greece,Men,Sprint Indivual,Silver
1896,Athens,Fencing,Fencing,"PIERRAKOS-MAVROMICHALIS, Perikles",GRE,Greece,Men,Foil Individual,Bronze
1896,Athens,Fencing,Fencing,"GRAVELOTTE, Eugène-Henri",FRA,France,Men,Foil Individual,Gold
1896,Athens,Fencing,Fencing,"CALLOT, Henri",FRA,France,Men,Foil Individual,Silver
1896,Athens,Fencing,Fencing,"PYRGOS, Leonidas",GRE,Greece,Men,"Foil, Masters",Gold
1896,Athens,Fencing,Fencing,"PERRONNET, Maurice",FRA,France,Men,"Foil, Masters",Silver
1896,Athens,Fencing,Fencing,"NIELSEN, Holger",DEN,Denmark,Men,Sabre Individual,Bronze
1896,Athens,Fencing,Fencing,"GEORGIADIS, Ioannis",GRE,Greece,Men,Sabre Individual,Gold
1896,Athens,Fencing,Fencing,"KARAKALOS, Telemachos",GRE,Greece,Men,Sabre Individual,Silver
1896,Athens,Gymnastics,Artistic G.,"WEINGÄRTNER, Hermann",GER,Germany,Men,Horizontal Bar,Gold
1896,Athens,Gymnastics,Artistic G.,"FLATOW, Alfred",GER,Germany,Men,Horizontal Bar,Silver
1896,Athens,Gymnastics,Artistic G.,"FLATOW, Alfred",GER,Germany,Men,Parallel Bars,Gold
1896,Athens,Gymnastics,Artistic G.,"ZUTTER, Louis",SUI,Switzerland,Men,Parallel Bars,Silver
1896,Athens,Gymnastics,Artistic G.,"ZUTTER, Louis",SUI,Switzerland,Men,Pommel Horse,Gold
1896,Athens,Gymnastics,Artistic G.,"WEINGÄRTNER, Hermann",GER,Germany,Men,Pommel Horse,Silver
1896,Athens,Gymnastics,Artistic G.,"PERSAKIS, Petros",GRE,Greece,Men,Rings,Bronze
1896,Athens,Gymnastics,Artistic G.,"MITROPOULOS, Ioannis",GRE,Greece,Men,Rings,Gold
1896,Athens,Gymnastics,Artistic G.,"WEINGÄRTNER, Hermann",GER,Germany,Men,Rings,Silver
1896,Athens,Gymnastics,Artistic G.,"HOFMANN, Fritz",GER,Germany,Men,Rope Climbing,Bronze
1896,Athens,Gymnastics,Artistic G.,"ANDRIAKOPOULOS, Nicolaos",GRE,Greece,Men,Rope Climbing,Gold
1896,Athens,Gymnastics,Artistic G.,"XENAKIS, Thomasios",GRE,Greece,Men,Rope Climbing,Silver
1896,Athens,Gymnastics,Artistic G.,"BÖCKER, Konrad",GER,Germany,Men,"Team, Horizontal Bar",Gold
1896,Athens,Gymnastics,Artistic G.,"FLATOW, Alfred",GER,Germany,Men,"Team, Horizontal Bar",Gold
1896,Athens,Gymnastics,Artistic G.,"FLATOW, Gustav Felix",GER,Germany,Men,"Team, Horizontal Bar",Gold
1896,Athens,Gymnastics,Artistic G.,"HILMAR, Georg",GER,Germany,Men,"Team, Horizontal Bar",Gold
1896,Athens,Gymnastics,Artistic G.,"HOFMANN, Fritz",GER,Germany,Men,"Team, Horizontal Bar",Gold
1896,Athens,Gymnastics,Artistic G.,"MANTEUFFEL, Fritz",GER,Germany,Men,"Team, Horizontal Bar",Gold
1896,Athens,Gymnastics,Artistic G.,"NEUKIRCH, Karl",GER,Germany,Men,"Team, Horizontal Bar",Gold
1896,Athens,Gymnastics,Artistic G.,"RÖSTEL, Richard",GER,Germany,Men,"Team, Horizontal Bar",Gold
1896,Athens,Gymnastics,Artistic G.,"SCHUFT, Gustav",GER,Germany,Men,"Team, Horizontal Bar",Gold
1896,Athens,Gymnastics,Artistic G.,"SCHUMANN, Carl",GER,Germany,Men,"Team, Horizontal Bar",Gold
1896,Athens,Gymnastics,Artistic G.,"WEINGÄRTNER, Hermann",GER,Germany,Men,"Team, Horizontal Bar",Gold
1896,Athens,Gymnastics,Artistic G.,"CHRYSAPHIS, Ioannis",GRE,Greece,Men,"Team, Parallel Bars",Bronze
1896,Athens,Gymnastics,Artistic G.,"KARVELAS, Phillippos",GRE,Greece,Men,"Team, Parallel Bars",Bronze
1896,Athens,Gymnastics,Artistic G.,"LOUNDRAS, Dimitrios",GRE,Greece,Men,"Team, Parallel Bars",Bronze
1896,Athens,Gymnastics,Artistic G.,"MITROPOULOS, Ioannis",GRE,Greece,Men,"Team, Parallel Bars",Bronze
1896,Athens,Gymnastics,Artistic G.,"BÖCKER, Konrad",GER,Germany,Men,"Team, Parallel Bars",Gold
1896,Athens,Gymnastics,Artistic G.,"FLATOW, Alfred",GER,Germany,Men,"Team, Parallel Bars",Gold
1896,Athens,Gymnastics,Artistic G.,"FLATOW, Gustav Felix",GER,Germany,Men,"Team, Parallel Bars",Gold
1896,Athens,Gymnastics,Artistic G.,"HILMAR, Georg",GER,Germany,Men,"Team, Parallel Bars",Gold
1896,Athens,Gymnastics,Artistic G.,"HOFMANN, Fritz",GER,Germany,Men,"Team, Parallel Bars",Gold
1896,Athens,Gymnastics,Artistic G.,"MANTEUFFEL, Fritz",GER,Germany,Men,"Team, Parallel Bars",Gold
1896,Athens,Gymnastics,Artistic G.,"NEUKIRCH, Karl",GER,Germany,Men,"Team, Parallel Bars",Gold
1896,Athens,Gymnastics,Artistic G.,"RÖSTEL, Richard",GER,Germany,Men,"Team, Parallel Bars",Gold
1896,Athens,Gymnastics,Artistic G.,"SCHUFT, Gustav",GER,Germany,Men,"Team, Parallel Bars",Gold
1896,Athens,Gymnastics,Artistic G.,"SCHUMANN, Carl",GER,Germany,Men,"Team, Parallel Bars",Gold
1896,Athens,Gymnastics,Artistic G.,"WEINGÄRTNER, Hermann",GER,Germany,Men,"Team, Parallel Bars",Gold
1896,Athens,Gymnastics,Artistic G.,"ANDRIAKOPOULOS, Nicolaos",GRE,Greece,Men,"Team, Parallel Bars",Silver
1896,Athens,Gymnastics,Artistic G.,"ATHANASOPOULOS, Spyros",GRE,Greece,Men,"Team, Parallel Bars",Silver
1896,Athens,Gymnastics,Artistic G.,"PERSAKIS, Petros",GRE,Greece,Men,"Team, Parallel Bars",Silver
1896,Athens,Gymnastics,Artistic G.,"XENAKIS, Thomasios",GRE,Greece,Men,"Team, Parallel Bars",Silver
1896,Athens,Gymnastics,Artistic G.,"WEINGÄRTNER, Hermann",GER,Germany,Men,Vault,Bronze
1896,Athens,Gymnastics,Artistic G.,"SCHUMANN, Carl",GER,Germany,Men,Vault,Gold
1896,Athens,Gymnastics,Artistic G.,"ZUTTER, Louis",SUI,Switzerland,Men,Vault,Silver
1896,Athens,Shooting,Shooting,"MORAKIS, Nikolaos",GRE,Greece,Men,25M Army Pistol,Bronze
1896,Athens,Shooting,Shooting,"PAINE, John",USA,United States,Men,25M Army Pistol,Gold
1896,Athens,Shooting,Shooting,"PAINE, Sumner",USA,United States,Men,25M Army Pistol,Silver
1896,Athens,Shooting,Shooting,"NIELSEN, Holger",DEN,Denmark,Men,25M Rapid Fire Pistol (60 Shots),Bronze
1896,Athens,Shooting,Shooting,"PHRANGOUDIS, Joannis",GRE,Greece,Men,25M Rapid Fire Pistol (60 Shots),Gold
1896,Athens,Shooting,Shooting,"ORPHANIDIS, Georgios",GRE,Greece,Men,25M Rapid Fire Pistol (60 Shots),Silver
1896,Athens,Shooting,Shooting,"PHRANGOUDIS, Joannis",GRE,Greece,Men,50M Pistol (60 Shots),Bronze
1896,Athens,Shooting,Shooting,"PAINE, Sumner",USA,United States,Men,50M Pistol (60 Shots),Gold
1896,Athens,Shooting,Shooting,"NIELSEN, Holger",DEN,Denmark,Men,50M Pistol (60 Shots),Silver
1896,Athens,Shooting,Shooting,"TRIKUPIS, Nicolaos",GRE,Greece,Men,"Army Rifle, 200M",Bronze
1896,Athens,Shooting,Shooting,"KARASEVDAS, Pantelis",GRE,Greece,Men,"Army Rifle, 200M",Gold
1896,Athens,Shooting,Shooting,"PAVLIDIS, Pavlos",GRE,Greece,Men,"Army Rifle, 200M",Silver
1896,Athens,Shooting,Shooting,"JENSEN, Viggo",DEN,Denmark,Men,"Army Rifle, 300M",Bronze
1896,Athens,Shooting,Shooting,"ORPHANIDIS, Georgios",GRE,Greece,Men,"Army Rifle, 300M",Gold
1896,Athens,Shooting,Shooting,"PHRANGOUDIS, Joannis",GRE,Greece,Men,"Army Rifle, 300M",Silver
1896,Athens,Tennis,Tennis,"FLACK, Edwin",ZZX,#N/A,Men,Doubles,Bronze
1896,Athens,Tennis,Tennis,"ROBERTSON, George Stuart",ZZX,#N/A,Men,Doubles,Bronze
1896,Athens,Tennis,Tennis,"BOLAND, John",ZZX,#N/A,Men,Doubles,Gold
1896,Athens,Tennis,Tennis,"TRAUN, Friedrich",ZZX,#N/A,Men,Doubles,Gold
1896,Athens,Tennis,Tennis,"KASDAGLIS, Dionysios",ZZX,#N/A,Men,Doubles,Silver
1896,Athens,Tennis,Tennis,"PETROKOKKINOS, Demetrios",ZZX,#N/A,Men,Doubles,Silver
1896,Athens,Tennis,Tennis,"PASPATIS, Konstantinos",GRE,Greece,Men,Singles,Bronze
1896,Athens,Tennis,Tennis,"TAPAVICZA, Momcsillo",HUN,Hungary,Men,Singles,Bronze
1896,Athens,Tennis,Tennis,"BOLAND, John",GBR,United Kingdom,Men,Singles,Gold
1896,Athens,Tennis,Tennis,"KASDAGLIS, Dionysios",GRE,Greece,Men,Singles,Silver
1896,Athens,Weightlifting,Weightlifting,"NIKOLOPOULOS, Alexandros",GRE,Greece,Men,Heavyweight - One Hand Lift,Bronze
1896,Athens,Weightlifting,Weightlifting,"ELLIOTT, Launceston",GBR,United Kingdom,Men,Heavyweight - One Hand Lift,Gold
1896,Athens,Weightlifting,Weightlifting,"JENSEN, Viggo",DEN,Denmark,Men,Heavyweight - One Hand Lift,Silver
1896,Athens,Weightlifting,Weightlifting,"VERSIS, Sotirios",GRE,Greece,Men,Heavyweight - Two Hand Lift,Bronze
1896,Athens,Weightlifting,Weightlifting,"JENSEN, Viggo",DEN,Denmark,Men,Heavyweight - Two Hand Lift,Gold
1896,Athens,Weightlifting,Weightlifting,"ELLIOTT, Launceston",GBR,United Kingdom,Men,Heavyweight - Two Hand Lift,Silver
1896,Athens,Wrestling,Wrestling Gre-R,"CHRISTOPOULOS, Stephanos",GRE,Greece,Men,Open Event,Bronze
1896,Athens,Wrestling,Wrestling Gre-R,"SCHUMANN, Carl",GER,Germany,Men,Open Event,Gold
1896,Athens,Wrestling,Wrestling Gre-R,"TSITAS, Georgios",GRE,Greece,Men,Open Event,Silver
1900,Paris,Aquatics,Swimming,"HALMAY, Zoltan",HUN,Hungary,Men,1500M Freestyle,Bronze
1900,Paris,Aquatics,Swimming,"JARVIS, John Arthur",GBR,United Kingdom,Men,1500M Freestyle,Gold
1900,Paris,Aquatics,Swimming,"WAHLE, Otto",AUT,Austria,Men,1500M Freestyle,Silver
1900,Paris,Aquatics,Swimming,"DROST, Johannes",NED,Netherlands,Men,200M Backstroke,Bronze
1900,Paris,Aquatics,Swimming,"HOPPENBERG, Ernst",GER,Germany,Men,200M Backstroke,Gold
1900,Paris,Aquatics,Swimming,"RUBERL, Karl",AUT,Austria,Men,200M Backstroke,Silver
1900,Paris,Aquatics,Swimming,"RUBERL, Karl",AUT,Austria,Men,200M Freestyle,Bronze
1900,Paris,Aquatics,Swimming,"LANE, Frederick C.V.",AUS,Australia,Men,200M Freestyle,Gold
1900,Paris,Aquatics,Swimming,"HALMAY, Zoltan",HUN,Hungary,Men,200M Freestyle,Silver
1900,Paris,Aquatics,Swimming,"KEMP, Peter",GBR,United Kingdom,Men,200M Obstacle Event,Bronze
1900,Paris,Aquatics,Swimming,"LANE, Frederick C.V.",AUS,Australia,Men,200M Obstacle Event,Gold
1900,Paris,Aquatics,Swimming,"WAHLE, Otto",AUT,Austria,Men,200M Obstacle Event,Silver
1900,Paris,Aquatics,Swimming,HOUBEN,FRA,France,Men,200M Team Swimming,Bronze
1900,Paris,Aquatics,Swimming,"LEUILLIEUX, Jean",FRA,France,Men,200M Team Swimming,Bronze
1900,Paris,Aquatics,Swimming,"MARTIN, Louis",FRA,France,Men,200M Team Swimming,Bronze
1900,Paris,Aquatics,Swimming,"MERCHEZ, Désiré",FRA,France,Men,200M Team Swimming,Bronze
1900,Paris,Aquatics,Swimming,TARTARA,FRA,France,Men,200M Team Swimming,Bronze
1900,Paris,Aquatics,Swimming,"FREY, Julius",GER,Germany,Men,200M Team Swimming,Gold
1900,Paris,Aquatics,Swimming,"HAINLE, Max",GER,Germany,Men,200M Team Swimming,Gold
1900,Paris,Aquatics,Swimming,"HOPPENBERG, Ernst",GER,Germany,Men,200M Team Swimming,Gold
1900,Paris,Aquatics,Swimming,"SCHÖNE, Max",GER,Germany,Men,200M Team Swimming,Gold
1900,Paris,Aquatics,Swimming,"VON PETERSDORFF, Herbert",GER,Germany,Men,200M Team Swimming,Gold
1900,Paris,Aquatics,Swimming,BERTRAND,FRA,France,Men,200M Team Swimming,Silver
1900,Paris,Aquatics,Swimming,CADET,FRA,France,Men,200M Team Swimming,Silver
1900,Paris,Aquatics,Swimming,"HOCHEPIED, Maurice",FRA,France,Men,200M Team Swimming,Silver
1900,Paris,Aquatics,Swimming,"HOCHEPIED, Victor",FRA,France,Men,200M Team Swimming,Silver
1900,Paris,Aquatics,Swimming,VERBECKE,FRA,France,Men,200M Team Swimming,Silver
1900,Paris,Aquatics,Swimming,"MARTIN, Louis",FRA,France,Men,4000M Freestyle,Bronze
1900,Paris,Aquatics,Swimming,"JARVIS, John Arthur",GBR,United Kingdom,Men,4000M Freestyle,Gold
1900,Paris,Aquatics,Swimming,"HALMAY, Zoltan",HUN,Hungary,Men,4000M Freestyle,Silver
1900,Paris,Aquatics,Swimming,"LYKKEBERG, Peder",DEN,Denmark,Men,Underwater Swimming,Bronze
1900,Paris,Aquatics,Swimming,"DE VENDEVILLE, Charles",FRA,France,Men,Underwater Swimming,Gold
1900,Paris,Aquatics,Swimming,"SIX, André",FRA,France,Men,Underwater Swimming,Silver
1900,Paris,Aquatics,Water polo,"BURGESS, Thomas",FRA,France,Men,Water Polo,Bronze
1900,Paris,Aquatics,Water polo,COULON,FRA,France,Men,Water Polo,Bronze
1900,Paris,Aquatics,Water polo,"DECUYPER, Alphonse",FRA,France,Men,Water Polo,Bronze
1900,Paris,Aquatics,Water polo,DEVENOT,FRA,France,Men,Water Polo,Bronze
1900,Paris,Aquatics,Water polo,FARDELLE,FRA,France,Men,Water Polo,Bronze
1900,Paris,Aquatics,Water polo,FAVIER,FRA,France,Men,Water Polo,Bronze
1900,Paris,Aquatics,Water polo,"LAUFRAY, Louis",FRA,France,Men,Water Polo,Bronze
1900,Paris,Aquatics,Water polo,LERICHE,FRA,France,Men,Water Polo,Bronze
1900,Paris,Aquatics,Water polo,"MARTIN, Louis",FRA,France,Men,Water Polo,Bronze
1900,Paris,Aquatics,Water polo,"MERCHEZ, Désiré",FRA,France,Men,Water Polo,Bronze
1900,Paris,Aquatics,Water polo,"PESLIER, Henri",FRA,France,Men,Water Polo,Bronze
1900,Paris,Aquatics,Water polo,PESLOY,FRA,France,Men,Water Polo,Bronze
1900,Paris,Aquatics,Water polo,"TREFFEL, Charles",FRA,France,Men,Water Polo,Bronze
1900,Paris,Aquatics,Water polo,"VASSEUR, Paul",FRA,France,Men,Water Polo,Bronze
1900,Paris,Aquatics,Water polo,"COE, Thomas",GBR,United Kingdom,Men,Water Polo,Gold
1900,Paris,Aquatics,Water polo,"DERBYSHIRE, John Henry",GBR,United Kingdom,Men,Water Polo,Gold
1900,Paris,Aquatics,Water polo,"KEMP, Peter",GBR,United Kingdom,Men,Water Polo,Gold
1900,Paris,Aquatics,Water polo,"LISTER, William",GBR,United Kingdom,Men,Water Polo,Gold
1900,Paris,Aquatics,Water polo,"ROBERTSON, Arthur",GBR,United Kingdom,Men,Water Polo,Gold
1900,Paris,Aquatics,Water polo,"ROBINSON, Eric",GBR,United Kingdom,Men,Water Polo,Gold
1900,Paris,Aquatics,Water polo,"WILKINSON, George",GBR,United Kingdom,Men,Water Polo,Gold
1900,Paris,Aquatics,Water polo,"COHEN, Henri",BEL,Belgium,Men,Water Polo,Silver
1900,Paris,Aquatics,Water polo,"DE BACKER, Jean",BEL,Belgium,Men,Water Polo,Silver
1900,Paris,Aquatics,Water polo,"DE BEHR, Victor",BEL,Belgium,Men,Water Polo,Silver
1900,Paris,Aquatics,Water polo,"FEYAERTS, Fernand",BEL,Belgium,Men,Water Polo,Silver
1900,Paris,Aquatics,Water polo,"GREGOIRE, Oscar",BEL,Belgium,Men,Water Polo,Silver
1900,Paris,Aquatics,Water polo,"MICHANT, Albert",BEL,Belgium,Men,Water Polo,Silver
1900,Paris,Aquatics,Water polo,"SONNEMANS, Victor",BEL,Belgium,Men,Water Polo,Silver
1900,Paris,Archery,Archery,"PETIT, Charles Frédéric",FRA,France,Men,"Au Chapelet, 33M",Bronze
1900,Paris,Archery,Archery,"VAN INNIS, Hubert",BEL,Belgium,Men,"Au Chapelet, 33M",Gold
1900,Paris,Archery,Archery,"THIBAUD, Victor",FRA,France,Men,"Au Chapelet, 33M",Silver
1900,Paris,Archery,Archery,"MERCIER, Emile",FRA,France,Men,"Au Chapelet, 50M",Bronze
1900,Paris,Archery,Archery,"MOUGIN, Eugène",FRA,France,Men,"Au Chapelet, 50M",Gold
1900,Paris,Archery,Archery,"HELLE, Henri",FRA,France,Men,"Au Chapelet, 50M",Silver
1900,Paris,Archery,Archery,"PETIT, Charles Frédéric",FRA,France,Men,"Au Cordon Doré, 33M",Bronze
1900,Paris,Archery,Archery,"VAN INNIS, Hubert",BEL,Belgium,Men,"Au Cordon Doré, 33M",Gold
1900,Paris,Archery,Archery,"THIBAUD, Victor",FRA,France,Men,"Au Cordon Doré, 33M",Silver
1900,Paris,Archery,Archery,"FISSEUX, Emile",FRA,France,Men,"Au Cordon Doré, 50M",Bronze
1900,Paris,Archery,Archery,"HEROUIN, Henri",FRA,France,Men,"Au Cordon Doré, 50M",Gold
1900,Paris,Archery,Archery,"VAN INNIS, Hubert",BEL,Belgium,Men,"Au Cordon Doré, 50M",Silver
1900,Paris,Archery,Archery,"FOULON, Emmanuel",BEL,Belgium,Men,Sur La Perche À La Herse,Gold
1900,Paris,Archery,Archery,"DRUART, Jr.",BEL,Belgium,Men,Sur La Perche À La Herse,Silver
1900,Paris,Archery,Archery,"SERRURIER, Auguste",FRA,France,Men,Sur La Perche À La Herse,Silver
1900,Paris,Archery,Archery,"GLINEUX, Louis",BEL,Belgium,Men,Sur La Perche À La Pyramide,Bronze
1900,Paris,Archery,Archery,"GRUMIAUX, Emile",FRA,France,Men,Sur La Perche À La Pyramide,Gold
1900,Paris,Archery,Archery,"SERRURIER, Auguste",FRA,France,Men,Sur La Perche À La Pyramide,Silver
1900,Paris,Athletics,Athletics,"ROWLEY, Stanley",AUS,Australia,Men,100M,Bronze
1900,Paris,Athletics,Athletics,"JARVIS, Francis",USA,United States,Men,100M,Gold
1900,Paris,Athletics,Athletics,"TEWKSBURY, Walter B. John",USA,United States,Men,100M,Silver
1900,Paris,Athletics,Athletics,"MOLONEY, Frederick",USA,United States,Men,110M Hurdles,Bronze
1900,Paris,Athletics,Athletics,"KRAENZLEIN, Alvin",USA,United States,Men,110M Hurdles,Gold
1900,Paris,Athletics,Athletics,"MCLEAN, John",USA,United States,Men,110M Hurdles,Silver
1900,Paris,Athletics,Athletics,"BRAY, John",USA,United States,Men,1500M,Bronze
1900,Paris,Athletics,Athletics,"BENNETT, Charles",GBR,United Kingdom,Men,1500M,Gold
1900,Paris,Athletics,Athletics,"DELOGE, Henri",FRA,France,Men,1500M,Silver
1900,Paris,Athletics,Athletics,"ROWLEY, Stanley",AUS,Australia,Men,200M,Bronze
1900,Paris,Athletics,Athletics,"TEWKSBURY, Walter B. John",USA,United States,Men,200M,Gold
1900,Paris,Athletics,Athletics,"PRITCHARD, Norman",IND,India,Men,200M,Silver
1900,Paris,Athletics,Athletics,"TEWKSBURY, Walter B. John",USA,United States,Men,200M Hurdles,Bronze
1900,Paris,Athletics,Athletics,"KRAENZLEIN, Alvin",USA,United States,Men,200M Hurdles,Gold
1900,Paris,Athletics,Athletics,"PRITCHARD, Norman",IND,India,Men,200M Hurdles,Silver
1900,Paris,Athletics,Athletics,"CHASTANIE, Jacques",FRA,France,Men,3000M Steeplechase,Bronze
1900,Paris,Athletics,Athletics,"ORTON, George",CAN,Canada,Men,3000M Steeplechase,Gold
1900,Paris,Athletics,Athletics,"ROBINSON, Sidney",GBR,United Kingdom,Men,3000M Steeplechase,Silver
1900,Paris,Athletics,Athletics,"ROBINSON, Sidney",GBR,United Kingdom,Men,4000M Steeplechase,Bronze
1900,Paris,Athletics,Athletics,"RIMMER, John",GBR,United Kingdom,Men,4000M Steeplechase,Gold
1900,Paris,Athletics,Athletics,"BENNETT, Charles",GBR,United Kingdom,Men,4000M Steeplechase,Silver
1900,Paris,Athletics,Athletics,"SCHULTZ, Ernst",DEN,Denmark,Men,400M,Bronze
1900,Paris,Athletics,Athletics,"LONG, Maxwell W.Maxey",USA,United States,Men,400M,Gold
1900,Paris,Athletics,Athletics,"HOLLAND, William",USA,United States,Men,400M,Silver
1900,Paris,Athletics,Athletics,"ORTON, George",CAN,Canada,Men,400M Hurdles,Bronze
